FLIGHT LOG
t, z, x, theta, rpm1, rpm2, v_z, v_x, omega, pred_theta, del_rpm
248.000, -4931.133, 0.000, 0.000, 61.423, 61.423, -15.00, 0.00, 0.00, 0.000, 0.000
249.000, -4950.977, 0.000, 0.000, 61.919, 61.919, -15.00, 0.00, 0.00, 0.000, 0.000
250.000, -4970.821, 0.000, 0.000, 62.416, 62.416, -15.00, 0.00, 0.00, 0.000, 0.000
251.000, -4990.664, 0.000, 0.000, 62.915, 62.915, -15.00, 0.00, 0.00, 0.000, 0.000
252.000, -5010.507, 0.000, 0.000, 63.416, 63.416, -15.00, 0.00, 0.00, 0.000, 0.000
253.000, -5030.349, 0.000, 0.000, 63.919, 63.919, -15.00, 0.00, 0.00, 0.000, 0.000
254.000, -5050.191, 0.000, 0.000, 64.424, 64.424, -15.00, 0.00, 0.00, 0.000, 0.000
255.000, -5070.032, 0.000, 0.000, 64.931, 64.931, -15.00, 0.00, 0.00, 0.000, 0.000
256.000, -5089.873, 0.000, 0.000, 65.440, 65.440, -15.00, 0.00, 0.00, 0.000, 0.000
257.000, -5109.713, 0.000, 0.000, 65.951, 65.951, -15.00, 0.00, 0.00, 0.000, 0.000
258.000, -5129.553, 0.000, 0.000, 66.464, 66.464, -15.00, 0.00, 0.00, 0.000, 0.000
259.000, -5149.392, 0.000, 0.000, 66.979, 66.979, -15.00, 0.00, 0.00, 0.000, 0.000
260.000, -5169.231, 0.000, 0.000, 67.496, 67.496, -15.00, 0.00, 0.00, 0.000, 0.000
261.000, -5189.069, 0.000, 0.000, 68.015, 68.015, -15.00, 0.00, 0.00, 0.000, 0.000
262.000, -5208.907, 0.000, 0.000, 68.536, 68.536, -15.00, 0.00, 0.00, 0.000, 0.000
263.000, -5228.745, 0.000, 0.000, 69.059, 69.059, -15.00, 0.00, 0.00, 0.000, 0.000
264.000, -5248.581, 0.000, 0.000, 69.583, 69.583, -15.00, 0.00, 0.00, 0.000, 0.000
265.000, -5268.417, 0.000, 0.000, 70.110, 70.110, -15.00, 0.00, 0.00, 0.000, 0.000
266.000, -5288.253, 0.000, 0.000, 70.639, 70.639, -15.00, 0.00, 0.00, 0.000, 0.000
267.000, -5308.088, 0.000, 0.000, 71.170, 71.170, -15.00, 0.00, 0.00, 0.000, 0.000
268.000, -5327.923, 0.000, 0.000, 71.703, 71.703, -15.00, 0.00, 0.00, 0.000, 0.000
269.000, -5347.757, 0.000, 0.000, 72.238, 72.238, -15.00, 0.00, 0.00, 0.000, 0.000
270.000, -5367.591, 0.000, 0.000, 72.774, 72.774, -15.00, 0.00, 0.00, 0.000, 0.000
271.000, -5387.424, 0.000, 0.000, 73.313, 73.313, -15.00, 0.00, 0.00, 0.000, 0.000
272.000, -5407.256, 0.000, 0.000, 73.854, 73.854, -15.00, 0.00, 0.00, 0.000, 0.000
273.000, -5427.088, 0.000, 0.000, 74.397, 74.397, -15.00, 0.00, 0.00, 0.000, 0.000
274.000, -5446.920, 0.000, 0.000, 74.941, 74.941, -15.00, 0.00, 0.00, 0.000, 0.000
275.000, -5466.751, 0.000, 0.000, 75.488, 75.488, -15.00, 0.00, 0.00, 0.000, 0.000
276.000, -5486.581, 0.000, 0.000, 76.037, 76.037, -15.00, 0.00, 0.00, 0.000, 0.000
277.000, -5506.411, 0.000, 0.000, 76.587, 76.587, -15.00, 0.00, 0.00, 0.000, 0.000
278.000, -5526.240, 0.000, 0.000, 77.140, 77.140, -15.00, 0.00, 0.00, 0.000, 0.000
279.000, -5546.069, 0.000, 0.000, 77.695, 77.695, -15.00, 0.00, 0.00, 0.000, 0.000
280.000, -5565.897, 0.000, 0.000, 78.251, 78.251, -15.00, 0.00, 0.00, 0.000, 0.000
281.000, -5585.725, 0.000, 0.000, 78.810, 78.810, -15.00, 0.00, 0.00, 0.000, 0.000
282.000, -5605.552, 0.000, 0.000, 79.370, 79.370, -15.00, 0.00, 0.00, 0.000, 0.000
283.000, -5625.379, 0.000, 0.000, 79.933, 79.933, -15.00, 0.00, 0.00, 0.000, 0.000
284.000, -5645.205, 0.000, 0.000, 80.497, 80.497, -15.00, 0.00, 0.00, 0.000, 0.000
285.000, -5665.030, 0.000, 0.000, 81.064, 81.064, -15.00, 0.00, 0.00, 0.000, 0.000
286.000, -5684.855, 0.000, 0.000, 81.632, 81.632, -15.00, 0.00, 0.00, 0.000, 0.000
287.000, -5704.680, 0.000, 0.000, 82.203, 82.203, -15.00, 0.00, 0.00, 0.000, 0.000
288.000, -5724.503, 0.000, 0.000, 82.775, 82.775, -15.00, 0.00, 0.00, 0.000, 0.000
289.000, -5744.327, 0.000, 0.000, 83.350, 83.350, -15.00, 0.00, 0.00, 0.000, 0.000
290.000, -5764.149, 0.000, 0.000, 83.926, 83.926, -15.00, 0.00, 0.00, 0.000, 0.000
291.000, -5783.971, 0.000, 0.000, 84.505, 84.505, -15.00, 0.00, 0.00, 0.000, 0.000
292.000, -5803.793, 0.000, 0.000, 85.085, 85.085, -15.00, 0.00, 0.00, 0.000, 0.000
293.000, -5823.614, 0.000, 0.000, 85.667, 85.667, -15.00, 0.00, 0.00, 0.000, 0.000
294.000, -5843.434, 0.000, 0.000, 86.252, 86.252, -15.00, 0.00, 0.00, 0.000, 0.000
295.000, -5863.254, 0.000, 0.000, 86.838, 86.838, -15.00, 0.00, 0.00, 0.000, 0.000
296.000, -5883.073, 0.000, 0.000, 87.426, 87.426, -15.00, 0.00, 0.00, 0.000, 0.000
297.000, -5902.892, 0.000, 0.000, 88.017, 88.017, -15.00, 0.00, 0.00, 0.000, 0.000
298.000, -5922.710, 0.000, 0.000, 88.609, 88.609, -15.00, 0.00, 0.00, 0.000, 0.000
299.000, -5942.528, 0.000, 0.000, 89.203, 89.203, -15.00, 0.00, 0.00, 0.000, 0.000
300.000, -5962.345, 0.000, 0.000, 89.800, 89.800, -15.00, 0.00, 0.00, 0.000, 0.000
301.000, -5982.161, 0.000, 0.000, 90.398, 90.398, -15.00, 0.00, 0.00, 0.000, 0.000
302.000, -6001.977, 0.000, 0.000, 90.998, 90.998, -15.00, 0.00, 0.00, 0.000, 0.000
303.000, -6021.792, 0.000, 0.000, 91.600, 91.600, -15.00, 0.00, 0.00, 0.000, 0.000
304.000, -6041.606, 0.000, 0.000, 92.204, 92.204, -15.00, 0.00, 0.00, 0.000, 0.000
305.000, -6061.420, 0.000, 0.000, 92.811, 92.811, -15.00, 0.00, 0.00, 0.000, 0.000
306.000, -6081.234, 0.000, 0.000, 93.419, 93.419, -15.00, 0.00, 0.00, 0.000, 0.000
307.000, -6101.046, 0.000, 0.000, 94.029, 94.029, -15.00, 0.00, 0.00, 0.000, 0.000
308.000, -6120.858, 0.000, 0.000, 94.641, 94.641, -15.00, 0.00, 0.00, 0.000, 0.000
309.000, -6140.670, 0.000, 0.000, 95.255, 95.255, -15.00, 0.00, 0.00, 0.000, 0.000
310.000, -6160.481, 0.000, 0.000, 95.871, 95.871, -15.00, 0.00, 0.00, 0.000, 0.000
311.000, -6180.291, 0.000, 0.000, 96.489, 96.489, -15.00, 0.00, 0.00, 0.000, 0.000
312.000, -6200.101, 0.000, 0.000, 97.109, 97.109, -15.00, 0.00, 0.00, 0.000, 0.000
313.000, -6219.910, 0.000, 0.000, 97.731, 97.731, -15.00, 0.00, 0.00, 0.000, 0.000
314.000, -6239.719, 0.000, 0.000, 98.355, 98.355, -15.00, 0.00, 0.00, 0.000, 0.000
315.000, -6259.527, 0.000, 0.000, 98.981, 98.981, -15.00, 0.00, 0.00, 0.000, 0.000
316.000, -6279.334, 0.000, 0.000, 99.609, 99.609, -15.00, 0.00, 0.00, 0.000, 0.000
317.000, -6299.141, 0.000, 0.000, 100.239, 100.239, -15.00, 0.00, 0.00, 0.000, 0.000
318.000, -6318.947, 0.000, 0.000, 100.871, 100.871, -15.00, 0.00, 0.00, 0.000, 0.000
319.000, -6338.752, 0.000, 0.000, 101.505, 101.505, -15.00, 0.00, 0.00, 0.000, 0.000
320.000, -6358.557, 0.000, 0.000, 102.141, 102.141, -15.00, 0.00, 0.00, 0.000, 0.000
321.000, -6378.361, 0.000, 0.000, 102.779, 102.779, -15.00, 0.00, 0.00, 0.000, 0.000
322.000, -6398.165, 0.000, 0.000, 103.418, 103.418, -15.00, 0.00, 0.00, 0.000, 0.000
323.000, -6417.967, 0.000, 0.000, 104.060, 104.060, -15.00, 0.00, 0.00, 0.000, 0.000
324.000, -6437.770, 0.000, 0.000, 104.704, 104.704, -15.00, 0.00, 0.00, 0.000, 0.000
325.000, -6457.571, 0.000, 0.000, 105.350, 105.350, -15.00, 0.00, 0.00, 0.000, 0.000
326.000, -6477.372, 0.000, 0.000, 105.998, 105.998, -15.00, 0.00, 0.00, 0.000, 0.000
327.000, -6497.173, 0.000, 0.000, 106.647, 106.647, -15.00, 0.00, 0.00, 0.000, 0.000
328.000, -6516.973, 0.000, 0.000, 107.299, 107.299, -15.00, 0.00, 0.00, 0.000, 0.000
329.000, -6536.772, 0.000, 0.000, 107.953, 107.953, -15.00, 0.00, 0.00, 0.000, 0.000
330.000, -6556.570, 0.000, 0.000, 108.608, 108.608, -15.00, 0.00, 0.00, 0.000, 0.000
331.000, -6576.368, 0.000, 0.000, 109.266, 109.266, -15.00, 0.00, 0.00, 0.000, 0.000
332.000, -6596.165, 0.000, 0.000, 109.926, 109.926, -15.00, 0.00, 0.00, 0.000, 0.000
333.000, -6615.962, 0.000, 0.000, 110.587, 110.587, -15.00, 0.00, 0.00, 0.000, 0.000
334.000, -6635.757, 0.000, 0.000, 111.251, 111.251, -15.00, 0.00, 0.00, 0.000, 0.000
335.000, -6655.553, 0.000, 0.000, 111.916, 111.916, -15.00, 0.00, 0.00, 0.000, 0.000
336.000, -6675.347, 0.000, 0.000, 112.584, 112.584, -15.00, 0.00, 0.00, 0.000, 0.000
337.000, -6695.141, 0.000, 0.000, 113.254, 113.254, -15.00, 0.00, 0.00, 0.000, 0.000
338.000, -6714.934, 0.000, 0.000, 113.925, 113.925, -15.00, 0.00, 0.00, 0.000, 0.000
339.000, -6734.727, 0.000, 0.000, 114.599, 114.599, -15.00, 0.00, 0.00, 0.000, 0.000
340.000, -6754.519, 0.000, 0.000, 115.274, 115.274, -15.00, 0.00, 0.00, 0.000, 0.000
341.000, -6774.310, 0.000, 0.000, 115.951, 115.951, -15.00, 0.00, 0.00, 0.000, 0.000
342.000, -6794.101, 0.000, 0.000, 116.631, 116.631, -15.00, 0.00, 0.00, 0.000, 0.000
343.000, -6813.891, 0.000, 0.000, 117.312, 117.312, -15.00, 0.00, 0.00, 0.000, 0.000
344.000, -6833.680, 0.000, 0.000, 117.996, 117.996, -15.00, 0.00, 0.00, 0.000, 0.000
345.000, -6853.468, 0.000, 0.000, 118.681, 118.681, -15.00, 0.00, 0.00, 0.000, 0.000
346.000, -6873.256, 0.000, 0.000, 119.368, 119.368, -15.00, 0.00, 0.00, 0.000, 0.000
347.000, -6893.044, 0.000, 0.000, 120.058, 120.058, -15.00, 0.00, 0.00, 0.000, 0.000
348.000, -6912.830, 0.000, 0.000, 120.749, 120.749, -15.00, 0.00, 0.00, 0.000, 0.000
349.000, -6932.616, 0.000, 0.000, 121.442, 121.442, -15.00, 0.00, 0.00, 0.000, 0.000
350.000, -6952.401, 0.000, 0.000, 122.138, 122.138, -15.00, 0.00, 0.00, 0.000, 0.000
351.000, -6972.186, 0.000, 0.000, 122.835, 122.835, -15.00, 0.00, 0.00, 0.000, 0.000
352.000, -6991.969, 0.000, 0.000, 123.534, 123.534, -15.00, 0.00, 0.00, 0.000, 0.000
353.000, -7011.753, 0.000, 0.000, 124.235, 124.235, -15.00, 0.00, 0.00, 0.000, 0.000
354.000, -7031.535, 0.000, 0.000, 124.938, 124.938, -15.00, 0.00, 0.00, 0.000, 0.000
355.000, -7051.317, 0.000, 0.000, 125.644, 125.644, -15.00, 0.00, 0.00, 0.000, 0.000
356.000, -7071.098, 0.000, 0.000, 126.351, 126.351, -15.00, 0.00, 0.00, 0.000, 0.000
357.000, -7090.878, 0.000, 0.000, 127.060, 127.060, -15.00, 0.00, 0.00, 0.000, 0.000
358.000, -7110.658, 0.000, 0.000, 127.771, 127.771, -15.00, 0.00, 0.00, 0.000, 0.000
359.000, -7130.437, 0.000, 0.000, 128.484, 128.484, -15.00, 0.00, 0.00, 0.000, 0.000
360.000, -7150.215, 0.000, 0.000, 129.199, 129.199, -15.00, 0.00, 0.00, 0.000, 0.000
361.000, -7169.993, 0.000, 0.000, 129.916, 129.916, -15.00, 0.00, 0.00, 0.000, 0.000
362.000, -7189.769, 0.000, 0.000, 130.635, 130.635, -15.00, 0.00, 0.00, 0.000, 0.000
363.000, -7209.546, 0.000, 0.000, 131.356, 131.356, -15.00, 0.00, 0.00, 0.000, 0.000
364.000, -7229.321, 0.000, 0.000, 132.079, 132.079, -15.00, 0.00, 0.00, 0.000, 0.000
365.000, -7249.096, 0.000, 0.000, 132.804, 132.804, -15.00, 0.00, 0.00, 0.000, 0.000
366.000, -7268.870, 0.000, 0.000, 133.531, 133.531, -15.00, 0.00, 0.00, 0.000, 0.000
367.000, -7288.643, 0.000, 0.000, 134.260, 134.260, -15.00, 0.00, 0.00, 0.000, 0.000
368.000, -7308.416, 0.000, 0.000, 134.991, 134.991, -15.00, 0.00, 0.00, 0.000, 0.000
369.000, -7328.187, 0.000, 0.000, 135.723, 135.723, -15.00, 0.00, 0.00, 0.000, 0.000
370.000, -7347.959, 0.000, 0.000, 136.458, 136.458, -15.00, 0.00, 0.00, 0.000, 0.000
371.000, -7367.729, 0.000, 0.000, 137.195, 137.195, -15.00, 0.00, 0.00, 0.000, 0.000
372.000, -7387.499, 0.000, 0.000, 137.934, 137.934, -15.00, 0.00, 0.00, 0.000, 0.000
373.000, -7407.268, 0.000, 0.000, 138.675, 138.675, -15.00, 0.00, 0.00, 0.000, 0.000
374.000, -7427.036, 0.000, 0.000, 139.417, 139.417, -15.00, 0.00, 0.00, 0.000, 0.000
375.000, -7446.803, 0.000, 0.000, 140.162, 140.162, -15.00, 0.00, 0.00, 0.000, 0.000
376.000, -7466.570, 0.000, 0.000, 140.909, 140.909, -15.00, 0.00, 0.00, 0.000, 0.000
377.000, -7486.336, 0.000, 0.000, 141.657, 141.657, -15.00, 0.00, 0.00, 0.000, 0.000
378.000, -7506.101, 0.000, 0.000, 142.408, 142.408, -15.00, 0.00, 0.00, 0.000, 0.000
379.000, -7525.866, 0.000, 0.000, 143.161, 143.161, -15.00, 0.00, 0.00, 0.000, 0.000
380.000, -7545.630, 0.000, 0.000, 143.915, 143.915, -15.00, 0.00, 0.00, 0.000, 0.000
381.000, -7565.393, 0.000, 0.000, 144.672, 144.672, -15.00, 0.00, 0.00, 0.000, 0.000
382.000, -7585.155, 0.000, 0.000, 145.430, 145.430, -15.00, 0.00, 0.00, 0.000, 0.000
383.000, -7604.917, 0.000, 0.000, 146.191, 146.191, -15.00, 0.00, 0.00, 0.000, 0.000
384.000, -7624.678, 0.000, 0.000, 146.953, 146.953, -15.00, 0.00, 0.00, 0.000, 0.000
385.000, -7644.438, 0.000, 0.000, 147.718, 147.718, -15.00, 0.00, 0.00, 0.000, 0.000
386.000, -7664.197, 0.000, 0.000, 148.484, 148.484, -15.00, 0.00, 0.00, 0.000, 0.000
387.000, -7683.956, 0.000, 0.000, 149.253, 149.253, -15.00, 0.00, 0.00, 0.000, 0.000
388.000, -7703.713, 0.000, 0.000, 150.023, 150.023, -15.00, 0.00, 0.00, 0.000, 0.000
389.000, -7723.471, 0.000, 0.000, 150.795, 150.795, -15.00, 0.00, 0.00, 0.000, 0.000
390.000, -7743.227, 0.000, 0.000, 151.570, 151.570, -15.00, 0.00, 0.00, 0.000, 0.000
391.000, -7762.982, 0.000, 0.000, 152.346, 152.346, -15.00, 0.00, 0.00, 0.000, 0.000
392.000, -7782.737, 0.000, 0.000, 153.124, 153.124, -15.00, 0.00, 0.00, 0.000, 0.000
393.000, -7802.491, 0.000, 0.000, 153.905, 153.905, -15.00, 0.00, 0.00, 0.000, 0.000
394.000, -7822.244, 0.000, 0.000, 154.687, 154.687, -15.00, 0.00, 0.00, 0.000, 0.000
395.000, -7841.997, 0.000, 0.000, 155.471, 155.471, -15.00, 0.00, 0.00, 0.000, 0.000
396.000, -7861.749, 0.000, 0.000, 156.257, 156.257, -15.00, 0.00, 0.00, 0.000, 0.000
397.000, -7881.500, 0.000, 0.000, 157.045, 157.045, -15.00, 0.00, 0.00, 0.000, 0.000
398.000, -7901.250, 0.000, 0.000, 157.836, 157.836, -15.00, 0.00, 0.00, 0.000, 0.000
399.000, -7920.999, 0.000, 0.000, 158.628, 158.628, -15.00, 0.00, 0.00, 0.000, 0.000
400.000, -7940.748, 0.000, 0.000, 159.422, 159.422, -15.00, 0.00, 0.00, 0.000, 0.000
401.000, -7960.496, 0.000, 0.000, 160.218, 160.218, -15.00, 0.00, 0.00, 0.000, 0.000
402.000, -7980.243, 0.000, 0.000, 161.016, 161.016, -15.00, 0.00, 0.00, 0.000, 0.000
403.000, -7999.989, 0.000, 0.000, 161.816, 161.816, -15.00, 0.00, 0.00, 0.000, 0.000
404.000, -8019.734, 0.000, 0.000, 162.618, 162.618, -15.00, 0.00, 0.00, 0.000, 0.000
405.000, -8039.479, 0.000, 0.000, 163.422, 163.422, -15.00, 0.00, 0.00, 0.000, 0.000
406.000, -8059.223, 0.000, 0.000, 164.228, 164.228, -15.00, 0.00, 0.00, 0.000, 0.000
407.000, -8078.966, 0.000, 0.000, 165.036, 165.036, -15.00, 0.00, 0.00, 0.000, 0.000
408.000, -8098.708, 0.000, 0.000, 165.846, 165.846, -15.00, 0.00, 0.00, 0.000, 0.000
409.000, -8118.450, 0.000, 0.000, 166.658, 166.658, -15.00, 0.00, 0.00, 0.000, 0.000
410.000, -8138.191, 0.000, 0.000, 167.471, 167.471, -15.00, 0.00, 0.00, 0.000, 0.000
411.000, -8157.930, 0.000, 0.000, 168.287, 168.287, -15.00, 0.00, 0.00, 0.000, 0.000
412.000, -8177.670, 0.000, 0.000, 169.105, 169.105, -15.00, 0.00, 0.00, 0.000, 0.000
413.000, -8197.408, 0.000, 0.000, 169.925, 169.925, -15.00, 0.00, 0.00, 0.000, 0.000
414.000, -8217.145, 0.000, 0.000, 170.747, 170.747, -15.00, 0.00, 0.00, 0.000, 0.000
415.000, -8236.882, 0.000, 0.000, 171.570, 171.570, -15.00, 0.00, 0.00, 0.000, 0.000
416.000, -8256.618, 0.000, 0.000, 172.396, 172.396, -15.00, 0.00, 0.00, 0.000, 0.000
417.000, -8276.353, 0.000, 0.000, 173.224, 173.224, -15.00, 0.00, 0.00, 0.000, 0.000
418.000, -8296.087, 0.000, 0.000, 174.053, 174.053, -15.00, 0.00, 0.00, 0.000, 0.000
419.000, -8315.821, 0.000, 0.000, 174.885, 174.885, -15.00, 0.00, 0.00, 0.000, 0.000
420.000, -8335.553, 0.000, 0.000, 175.718, 175.718, -15.00, 0.00, 0.00, 0.000, 0.000
421.000, -8355.285, 0.000, 0.000, 176.554, 176.554, -15.00, 0.00, 0.00, 0.000, 0.000
422.000, -8375.016, 0.000, 0.000, 177.392, 177.392, -15.00, 0.00, 0.00, 0.000, 0.000
423.000, -8394.746, 0.000, 0.000, 178.231, 178.231, -15.00, 0.00, 0.00, 0.000, 0.000
424.000, -8414.476, 0.000, 0.000, 179.072, 179.072, -15.00, 0.00, 0.00, 0.000, 0.000
425.000, -8434.204, 0.000, 0.000, 179.916, 179.916, -15.00, 0.00, 0.00, 0.000, 0.000
426.000, -8453.932, 0.000, 0.000, 180.761, 180.761, -15.00, 0.00, 0.00, 0.000, 0.000
427.000, -8473.659, 0.000, 0.000, 181.609, 181.609, -15.00, 0.00, 0.00, 0.000, 0.000
428.000, -8493.385, 0.000, 0.000, 182.458, 182.458, -15.00, 0.00, 0.00, 0.000, 0.000
429.000, -8513.110, 0.000, 0.000, 183.309, 183.309, -15.00, 0.00, 0.00, 0.000, 0.000
430.000, -8532.834, 0.000, 0.000, 184.163, 184.163, -15.00, 0.00, 0.00, 0.000, 0.000
431.000, -8552.558, 0.000, 0.000, 185.018, 185.018, -15.00, 0.00, 0.00, 0.000, 0.000
432.000, -8572.280, 0.000, 0.000, 185.875, 185.875, -15.00, 0.00, 0.00, 0.000, 0.000
433.000, -8592.002, 0.000, 0.000, 186.735, 186.735, -15.00, 0.00, 0.00, 0.000, 0.000
434.000, -8611.723, 0.000, 0.000, 187.596, 187.596, -15.00, 0.00, 0.00, 0.000, 0.000
435.000, -8631.443, 0.000, 0.000, 188.459, 188.459, -15.00, 0.00, 0.00, 0.000, 0.000
436.000, -8651.162, 0.000, 0.000, 189.324, 189.324, -15.00, 0.00, 0.00, 0.000, 0.000
437.000, -8670.881, 0.000, 0.000, 190.191, 190.191, -15.00, 0.00, 0.00, 0.000, 0.000
438.000, -8690.598, 0.000, 0.000, 191.060, 191.060, -15.00, 0.00, 0.00, 0.000, 0.000
439.000, -8710.315, 0.000, 0.000, 191.931, 191.931, -15.00, 0.00, 0.00, 0.000, 0.000
440.000, -8730.031, 0.000, 0.000, 192.804, 192.804, -15.00, 0.00, 0.00, 0.000, 0.000
441.000, -8749.746, 0.000, 0.000, 193.679, 193.679, -15.00, 0.00, 0.00, 0.000, 0.000
442.000, -8769.460, 0.000, 0.000, 194.556, 194.556, -15.00, 0.00, 0.00, 0.000, 0.000
443.000, -8789.173, 0.000, 0.000, 195.435, 195.435, -15.00, 0.00, 0.00, 0.000, 0.000
444.000, -8808.886, 0.000, 0.000, 196.316, 196.316, -15.00, 0.00, 0.00, 0.000, 0.000
445.000, -8828.597, 0.000, 0.000, 197.199, 197.199, -15.00, 0.00, 0.00, 0.000, 0.000
446.000, -8848.308, 0.000, 0.000, 198.084, 198.084, -15.00, 0.00, 0.00, 0.000, 0.000
447.000, -8868.018, 0.000, 0.000, 198.971, 198.971, -15.00, 0.00, 0.00, 0.000, 0.000
448.000, -8887.727, 0.000, 0.000, 199.860, 199.860, -15.00, 0.00, 0.00, 0.000, 0.000
449.000, -8907.435, 0.000, 0.000, 200.750, 200.750, -15.00, 0.00, 0.00, 0.000, 0.000
450.000, -8927.142, 0.000, 0.000, 201.643, 201.643, -15.00, 0.00, 0.00, 0.000, 0.000
451.000, -8946.848, 0.000, 0.000, 202.538, 202.538, -15.00, 0.00, 0.00, 0.000, 0.000
452.000, -8966.554, 0.000, 0.000, 203.434, 203.434, -15.00, 0.00, 0.00, 0.000, 0.000
453.000, -8986.258, 0.000, 0.000, 204.333, 204.333, -15.00, 0.00, 0.00, 0.000, 0.000
454.000, -9005.962, 0.000, 0.000, 205.234, 205.234, -15.00, 0.00, 0.00, 0.000, 0.000
455.000, -9025.665, 0.000, 0.000, 206.136, 206.136, -15.00, 0.00, 0.00, 0.000, 0.000
456.000, -9045.367, 0.000, 0.000, 207.041, 207.041, -15.00, 0.00, 0.00, 0.000, 0.000
457.000, -9065.068, 0.000, 0.000, 207.947, 207.947, -15.00, 0.00, 0.00, 0.000, 0.000
458.000, -9084.768, 0.000, 0.000, 208.856, 208.856, -15.00, 0.00, 0.00, 0.000, 0.000
459.000, -9104.467, 0.000, 0.000, 209.766, 209.766, -15.00, 0.00, 0.00, 0.000, 0.000
460.000, -9124.165, 0.000, 0.000, 210.679, 210.679, -15.00, 0.00, 0.00, 0.000, 0.000
461.000, -9143.863, 0.000, 0.000, 211.593, 211.593, -15.00, 0.00, 0.00, 0.000, 0.000
462.000, -9163.559, 0.000, 0.000, 212.510, 212.510, -15.00, 0.00, 0.00, 0.000, 0.000
463.000, -9183.255, 0.000, 0.000, 213.428, 213.428, -15.00, 0.00, 0.00, 0.000, 0.000
464.000, -9202.950, 0.000, 0.000, 214.348, 214.348, -15.00, 0.00, 0.00, 0.000, 0.000
465.000, -9222.644, 0.000, 0.000, 215.271, 215.271, -15.00, 0.00, 0.00, 0.000, 0.000
466.000, -9242.336, 0.000, 0.000, 216.195, 216.195, -15.00, 0.00, 0.00, 0.000, 0.000
467.000, -9262.028, 0.000, 0.000, 217.121, 217.121, -15.00, 0.00, 0.00, 0.000, 0.000
468.000, -9281.720, 0.000, 0.000, 218.049, 218.049, -15.00, 0.00, 0.00, 0.000, 0.000
469.000, -9301.410, 0.000, 0.000, 218.980, 218.980, -15.00, 0.00, 0.00, 0.000, 0.000
470.000, -9321.099, 0.000, 0.000, 219.912, 219.912, -15.00, 0.00, 0.00, 0.000, 0.000
471.000, -9340.787, 0.000, 0.000, 220.846, 220.846, -15.00, 0.00, 0.00, 0.000, 0.000
472.000, -9360.475, 0.000, 0.000, 221.782, 221.782, -15.00, 0.00, 0.00, 0.000, 0.000
473.000, -9380.161, 0.000, 0.000, 222.720, 222.720, -15.00, 0.00, 0.00, 0.000, 0.000
474.000, -9399.847, 0.000, 0.000, 223.660, 223.660, -15.00, 0.00, 0.00, 0.000, 0.000
475.000, -9419.532, 0.000, 0.000, 224.602, 224.602, -15.00, 0.00, 0.00, 0.000, 0.000
476.000, -9439.215, 0.000, 0.000, 225.546, 225.546, -15.00, 0.00, 0.00, 0.000, 0.000
477.000, -9458.898, 0.000, 0.000, 226.492, 226.492, -15.00, 0.00, 0.00, 0.000, 0.000
478.000, -9478.580, 0.000, 0.000, 227.440, 227.440, -15.00, 0.00, 0.00, 0.000, 0.000
479.000, -9498.261, 0.000, 0.000, 228.390, 228.390, -15.00, 0.00, 0.00, 0.000, 0.000
480.000, -9517.941, 0.000, 0.000, 229.341, 229.341, -15.00, 0.00, 0.00, 0.000, 0.000
481.000, -9537.620, 0.000, 0.000, 230.295, 230.295, -15.00, 0.00, 0.00, 0.000, 0.000
482.000, -9557.298, 0.000, 0.000, 231.251, 231.251, -15.00, 0.00, 0.00, 0.000, 0.000
483.000, -9576.975, 0.000, 0.000, 232.209, 232.209, -15.00, 0.00, 0.00, 0.000, 0.000
484.000, -9596.652, 0.000, 0.000, 233.168, 233.168, -15.00, 0.00, 0.00, 0.000, 0.000
485.000, -9616.327, 0.000, 0.000, 234.130, 234.130, -15.00, 0.00, 0.00, 0.000, 0.000
486.000, -9636.001, 0.000, 0.000, 235.094, 235.094, -15.00, 0.00, 0.00, 0.000, 0.000
487.000, -9655.675, 0.000, 0.000, 236.059, 236.059, -15.00, 0.00, 0.00, 0.000, 0.000
488.000, -9675.347, 0.000, 0.000, 237.027, 237.027, -15.00, 0.00, 0.00, 0.000, 0.000
489.000, -9695.019, 0.000, 0.000, 237.996, 237.996, -15.00, 0.00, 0.00, 0.000, 0.000
490.000, -9714.689, 0.000, 0.000, 238.968, 238.968, -15.00, 0.00, 0.00, 0.000, 0.000
491.000, -9734.359, 0.000, 0.000, 239.941, 239.941, -15.00, 0.00, 0.00, 0.000, 0.000
492.000, -9754.028, 0.000, 0.000, 240.917, 240.917, -15.00, 0.00, 0.00, 0.000, 0.000
493.000, -9773.695, 0.000, 0.000, 241.894, 241.894, -15.00, 0.00, 0.00, 0.000, 0.000
494.000, -9793.362, 0.000, 0.000, 242.874, 242.874, -15.00, 0.00, 0.00, 0.000, 0.000
495.000, -9813.028, 0.000, 0.000, 243.855, 243.855, -15.00, 0.00, 0.00, 0.000, 0.000
496.000, -9832.693, 0.000, 0.000, 244.838, 244.838, -15.00, 0.00, 0.00, 0.000, 0.000
497.000, -9852.356, 0.000, 0.000, 245.823, 245.823, -15.00, 0.00, 0.00, 0.000, 0.000
498.000, -9872.019, 0.000, 0.000, 246.811, 246.811, -15.00, 0.00, 0.00, 0.000, 0.000
499.000, -9891.681, 0.000, 0.000, 247.800, 247.800, -15.00, 0.00, 0.00, 0.000, 0.000
500.000, -9911.342, 0.000, 0.000, 248.791, 248.791, -15.00, 0.00, 0.00, 0.000, 0.000
